index,price,brand,model,year,title_status,mileage,color,vin
255,30851,chevrolet,door,2016,clean vehicle,43176,red,  3gcuksec6gg284475
256,4880,ford,mpv,2016,clean vehicle,36876,silver,  2fmpk4g97gbc51848
257,14500,dodge,pickup,2006,clean vehicle,111782,silver,  1d7ks28c96j246101
258,7600,chevrolet,door,2017,clean vehicle,110489,brown,  1g1ze5st0hf155999
259,13270,ford,door,2016,clean vehicle,84035,white,  1ft7w2btxgeb64448
260,12800,ford,door,2012,clean vehicle,131101,gray,  1ftfw1et3cfb01665
261,33000,chevrolet,1500,2018,clean vehicle,52521,white,  3gcukreh0jg303596
262,9280,ford,door,2016,clean vehicle,101380,white,  1ftfw1ef9gkf57726
263,900,ford,van,2003,clean vehicle,142027,white,  1ftne24293hb19928
264,7560,ford,door,2016,clean vehicle,111476,gray,  1ftfx1ef7gkd59790
265,19500,ford,drw,2011,clean vehicle,76897,white,  1fd8w3gt0beb32874
266,17100,chevrolet,malibu,2019,clean vehicle,15780,white,  1g1zd5st5kf112138
267,8020,ford,door,2016,clean vehicle,31944,white,  1ftew1cp2gke43168
268,10300,ford,fiesta,2019,clean vehicle,18937,black,  3fadp4bjxkm123238
269,22600,chevrolet,van,2019,clean vehicle,9706,white,  1gcwgafgxk1243764
270,10480,ford,doors,2016,clean vehicle,57289,gray,  wf0dp3th0g4113219
271,10300,ford,fiesta,2019,clean vehicle,19956,silver,  3fadp4bj4km123235
272,22700,chevrolet,van,2019,clean vehicle,6075,white,  1gcwgafg4k1252945
273,7410,ford,door,2016,clean vehicle,21034,gray,  1ftex1ep1gfd60365
274,10300,ford,fiesta,2019,clean vehicle,22881,gray,  3fadp4bj7km123231
275,10300,chevrolet,door,2013,clean vehicle,167600,gray,  1gc4k0cgxdf194396
276,7570,ford,door,2016,clean vehicle,37252,white,  1ftfx1ef0gkf25969
277,67000,dodge,challenger,2019,clean vehicle,10944,blue,  2c3cdzl97kh518237
278,18900,chevrolet,impala,2019,clean vehicle,27601,white,  1g11z5s37ku129047
279,12560,ford,doors,2019,clean vehicle,15958,white,  1fd8w3ht1kee23298
280,33000,dodge,durango,2019,clean vehicle,32251,white,  1c4sdjct6kc717612
281,18300,chevrolet,impala,2019,clean vehicle,25809,black,  2g11z5s33k9132248
282,11760,ford,cab,2017,clean vehicle,30553,white,  1fd8w3ht4hed36245
283,31700,dodge,durango,2019,clean vehicle,26549,red,  1c4sdjct5kc744865
284,25,dodge,door,2007,salvage insurance,160528,dark blue,  2b3ka43g87h836300
285,0,ford,door,2000,salvage insurance,124969,black,  1fafp34p7yw270338
286,7340,ford,doors,2019,clean vehicle,15854,gray,  1fatp8uh7k5172626
287,8200,hyundai,door,2017,clean vehicle,56690,white,  5npd84lf6hh128808
288,3000,kia,door,2013,clean vehicle,97142,silver,  knagm4a75d5378293
289,6530,jeep,mpv,2019,clean vehicle,10185,black,  3c4njdcb3kt659526
290,0,mazda,door,2009,salvage insurance,117541,gray,  jm3er293590215768
291,12700,kia,soul,2019,clean vehicle,23514,silver,  kndjp3a55k7006351
292,13800,kia,sorento,2017,clean vehicle,86959,gray,  5xyphda50hg232046
293,0,chevrolet,pickup,1998,salvage insurance,258631,gray,  1gccs1445wk226994
294,725,ford,door,2017,salvage insurance,67279,gray,  3fa6p0h75hr150081
295,7400,ford,doors,2019,clean vehicle,16482,gray,  1fatp8uh2k5188622
296,9800,hyundai,elantra,2017,clean vehicle,35687,red,  kmhd84lf5hu191402
297,0,honda,door,2003,salvage insurance,152608,white,  1hgcm56363a030975
298,4400,jeep,mpv,2019,clean vehicle,17911,green,  3c4njcbbxkt664931
299,10330,infiniti,mpv,2019,clean vehicle,21278,blue,  5n1dl0mm9kc550722
300,1800,chevrolet,door,2011,salvage insurance,47269,black,  2g1fb3ddxb9212618
301,50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241
302,720,ford,wagon,2006,clean vehicle,26914,no_color,  1fafp36n06w137851
303,22800,ford,door,2017,clean vehicle,67217,red,  1ftew1ep3hfb25518
304,2500,ford,door,2017,salvage insurance,78698,black,  1fmcu9gd2huc27625
305,0,ford,door,2003,salvage insurance,246065,gold,  1fafp55u03a242094
306,9190,gmc,mpv,2017,clean vehicle,41961,black,  1gkknxls3hz174527
307,10900,jeep,mpv,2019,clean vehicle,13273,red,  1c4hjxeg1kw609998
308,10400,infiniti,mpv,2019,clean vehicle,31713,black,  5n1dl0mm1kc552741
309,0,chevrolet,door,2004,salvage insurance,0,maroon,  3gnek12t74g240524
310,0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445
311,7320,chevrolet,pickup,2008,clean vehicle,325611,silver,  1gchk23648f125262
312,22809,ford,f-150,2017,clean vehicle,50732,black,  1ftfx1ef5hke41700
313,0,ford,van,1998,salvage insurance,186855,blue,  2fmda5143wba16791
314,0,ford,door,2013,salvage insurance,94004,black,  3fa6p0h74dr270819
315,5520,gmc,mpv,2017,clean vehicle,52904,silver,  2gkfltek8h6226257
316,10900,jeep,mpv,2019,clean vehicle,14195,orange,  1c4hjxeg1kw608401
317,6330,jeep,mpv,2019,clean vehicle,43965,red,  1c4pjldbxkd300679
318,0,chevrolet,door,2009,salvage insurance,117059,black,  kl1td66e39b645208
319,25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620
320,2320,dodge,door,2007,clean vehicle,112182,red,  2b3ka43g67h630568
321,23702,ford,door,2017,clean vehicle,49024,black,  1ftew1ep4hkc08477
322,0,ford,chassis,1994,salvage insurance,0,green,  1fdee14n7rha47894
323,0,ford,door,1997,salvage insurance,203297,green,  1fmdu35p7vub38059
324,5520,gmc,mpv,2017,clean vehicle,35821,silver,  2gkfltek8h6338184
325,4050,heartland,pioneer,2018,clean vehicle,1,gray,  5sfpb3326je365727
326,14810,infiniti,mpv,2019,clean vehicle,32611,brown,  jn8az2ne0k9233910
327,25,chevrolet,door,2011,salvage insurance,105244,white,  1gccsbf97b8118236
328,2960,chrysler,van,2008,clean vehicle,164048,red,  2a8hr54px8r787529
329,24800,ford,door,2017,clean vehicle,46955,gray,  1ftew1ef3hfc22483
330,0,ford,door,1996,salvage insurance,296860,green,  1falp62w5th144314
331,0,ford,door,2006,salvage insurance,203158,red,  1fmzk04136ga07119
332,6270,gmc,mpv,2017,clean vehicle,70443,black,  2gkfluek3h6232330
333,1880,heartland,trail,2012,clean vehicle,1,white,  5sfnb2425ce237109
334,10050,infiniti,mpv,2019,clean vehicle,18229,gray,  5n1dl0mm3kc557634
335,225,chevrolet,door,2014,salvage insurance,87673,red,  3gcukrec2eg226031
336,26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388
337,1420,chrysler,door,2007,clean vehicle,104405,gold,  1c3lc66m77n591138
338,27003,ford,door,2017,clean vehicle,57186,black,  1ftew1ef4hfa16802
339,0,ford,door,2002,salvage insurance,214800,black,  3fafp37372r151014
340,350,ford,door,2004,salvage insurance,236980,gray,  1fmfu16lx4la45470
341,5600,gmc,mpv,2017,clean vehicle,59808,black,  2gkfltek3h6256220
342,6680,heartland,country,2011,clean vehicle,1,gray,  5sfbg3524be216811
343,10120,infiniti,mpv,2019,clean vehicle,20681,white,  5n1dl0mm2kc556913
344,0,chevrolet,door,2010,salvage insurance,137422,red,  2cnflnew5a6355858
345,3920,ford,door,2015,clean vehicle,102700,white,  1ftmf1c85fkd31564
346,23100,ford,door,2017,clean vehicle,53270,black,  1ftew1epxhfb71427
347,0,gmc,door,2004,salvage insurance,235348,gold,  1gket16s646227597
348,5630,gmc,mpv,2017,clean vehicle,27195,black,  2gkfltek2h6218025
349,0,heartland,sundance,2009,clean vehicle,1,white,  5sfgf29269e031344
350,2800,jaguar,doors,2019,clean vehicle,20849,black,  sajbd4fx6kcy78964
351,0,chevrolet,door,2008,salvage insurance,159266,gray,  2g1wb58kx81220813
352,8850,ford,door,2015,clean vehicle,143818,black,  1ftew1cf6ffc68843
353,18712,ford,f-150,2017,clean vehicle,67347,black,  1ftex1e83hfb13813
354,0,ford,pickup,2009,salvage insurance,180364,blue,  1ftyr10d19pa60391
355,0,ford,door,2009,salvage insurance,184889,black,  1fahp35n09w109143
356,6300,gmc,mpv,2017,clean vehicle,117400,blue,  2gkfluek6h6317310
357,2220,heartland,country,2010,clean vehicle,1,white,  5sfbg3823ae204868
358,6930,jeep,mpv,2019,clean vehicle,47798,red,  1c4pjmdx4kd197521
359,25,chevrolet,door,2008,salvage insurance,130623,white,  1gnfc13j88r167278
360,3440,ford,door,2015,clean vehicle,124542,white,  1fadp5au3fl108248
361,50412,ford,door,2017,clean vehicle,47129,black,  1ft7w2bt3hef41039
362,25,ford,pickup,1994,salvage insurance,206162,white,  1ftdf15y2rnb12612
363,950,ford,pk,2001,salvage insurance,229886,red,  1ftrx17w41nb80705
364,9270,gmc,mpv,2017,clean vehicle,19490,gray,  1gkknxls2hz262405
365,11380,jeep,mpv,2019,clean vehicle,12038,black,  1c4hjxeg2kw600727
366,5350,hyundai,mpv,2019,clean vehicle,43536,blue,  km8j33a49ku860727
367,2725,chevrolet,door,2004,salvage insurance,308451,black,  1gcjc33204f177273
368,3790,ford,door,2015,clean vehicle,100893,gray,  3fa6p0h71fr180238
369,40514,ford,door,2017,clean vehicle,90304,white,  1ft7w2bt6heb60592
370,0,ford,door,1997,salvage insurance,146912,green,  1ftdf18w8vna61251
371,0,ford,door,1998,salvage insurance,131367,white,  1ftrf18l7wka62471
372,9190,gmc,mpv,2017,clean vehicle,31394,gray,  1gkknxls7hz295013
373,10330,infiniti,mpv,2019,clean vehicle,25933,gray,  5n1dl0mm9kc556522
374,1000,acura,door,2008,salvage insurance,118250,gray,  5j8tb18578a010979
375,2925,bmw,door,2013,salvage insurance,46060,white,  5uxwx9c57d0a24286
376,3830,ford,door,2015,clean vehicle,50593,gold,  3fa6p0hdxfr241138
377,43402,ford,door,2017,clean vehicle,62387,blue,  1ft7w2bt3hed62547
378,1025,gmc,door,2009,salvage insurance,169634,black,  1gkfk03219r252659
379,17200,honda,van,2016,clean vehicle,72527,gray,  5fnrl5h65gb151898
380,54680,harley-davidson,road/street,2016,clean vehicle,9502,black,  1hd1krm1xgb609213
381,6940,honda,door,2010,clean vehicle,217290,no_color,  5fnyf4h99ab034386
382,13080,infiniti,mpv,2019,clean vehicle,17243,gray,  jn8az2nf9k9685086
383,25,chevrolet,door,2007,salvage insurance,194903,gray,  3gnfk16307g310044
384,10630,ford,door,2015,clean vehicle,82899,white,  1ftew1eg0ffb32472
385,43009,ford,door,2017,clean vehicle,76418,white,  1ft7w2bt3heb19966
386,25,gmc,door,2003,salvage insurance,138441,white,  1gkdt13s332100344
387,4600,ford,pickup,2006,salvage insurance,240740,brown,  1ftpw14v66fa82105
388,4950,honda,mpv,2016,clean vehicle,71404,black,  2hkrm3h45gh513861
389,3760,hyundai,doors,2019,clean vehicle,30382,silver,  5npd84lf6kh456317
390,3900,acura,door,2009,clean vehicle,179389,black,  19uua96529a004646
391,0,cadillac,coupe,2000,salvage insurance,105169,white,  1g6el12y9yu148063
392,3830,ford,door,2015,clean vehicle,82534,silver,  3fa6p0hdxfr258523
393,53500,ford,door,2017,clean vehicle,55732,white,  1ft8w4dtxhed96692
394,25,ford,door,2010,salvage insurance,198596,gray,  1fmeu7de5aua53694
395,25,ford,door,1998,salvage insurance,300021,brown,  1ftzx0766wka18481
396,6240,honda,door,2015,clean vehicle,83623,silver,  5fnyf4h26fb052452
397,4150,jeep,door,2014,clean vehicle,108895,white,  1c4njrfb0ed707552
398,25,jeep,door,1999,salvage insurance,226972,black,  1j4gw58s4xc558310
399,61200,bmw,series,2020,clean vehicle,7509,black,  wba7t2c04lgl17687
400,0,buick,door,2006,salvage insurance,137464,blue,  2g4wc582961163677
401,13500,bmw,series,2014,clean vehicle,33542,blue,  wba3d5c51ekx97650
402,6490,ford,door,2015,clean vehicle,74754,black,  1fm5k7d88fga24308
403,51502,ford,door,2017,clean vehicle,27661,black,  1ft8w3dt8hec12120
404,250,ford,door,2010,salvage insurance,115241,white,  3fahp0ha6ar187697
405,25,ford,door,1984,salvage insurance,41577,white,  2ftcf15y9eca14589
406,8160,honda,van,2015,clean vehicle,109027,gray,  5fnrl5h96fb012419
407,7770,jeep,door,2014,clean vehicle,72732,gray,  1c4rjfbg4ec441069
408,200,jeep,door,2001,salvage insurance,126400,green,  1j4ft48s01l590080
409,25,audi,door,2008,salvage insurance,177422,black,  wa1by74l38d010163
410,0,chevrolet,door,1995,salvage insurance,274706,green,  2gcec19h8s1195266
411,1825,bmw,coupe,2008,salvage insurance,77984,white,  wbawb33548p132854
412,39800,bmw,series,2017,clean vehicle,23177,blue,  wba7e2c58hg739412
413,9210,ford,door,2015,clean vehicle,26911,silver,  1ftew1cg4ffa66589
414,58500,ford,srw,2019,clean vehicle,21527,blue,  1ft8w3bt3kee15023
415,125,ford,door,2014,salvage insurance,56461,silver,  1fm5k8gt9ega74266
416,3960,honda,door,2015,clean vehicle,95128,white,  19xfb2f81fe252000
417,5998,hyundai,doors,2014,clean vehicle,122975,phantom black,  5npdh4ae0eh480157
418,3700,honda,doors,2014,clean vehicle,162824,blue,  jhmze2h34es000337
419,0,kia,wagon,2008,salvage insurance,148463,silver,  knafg525787197602
420,0,audi,door,2005,salvage insurance,181896,black,  waudg74f05n113751
421,0,bmw,door,2000,salvage insurance,216657,gray,  wbaam3346yfp77118
422,5000,gmc,door,2012,clean vehicle,140339,black,  1gkkrpedxcj207971
423,15050,infiniti,mpv,2019,clean vehicle,26786,white,  jn8az2ne9k9229368
424,3960,hyundai,doors,2019,clean vehicle,35623,red,  5npd84lf5kh403222
425,36300,lincoln,nautilus,2019,clean vehicle,14541,black,  2lmpj6l91kbl31468
426,55600,lexus,gx,2020,clean vehicle,8186,silver,  jtjam7bx4l5251250
427,2630,nissan,doors,2018,clean vehicle,36739,gray,  3n1cn7ap5jl872135
428,5690,nissan,mpv,2017,clean vehicle,42616,blue,  5n1at2mv4hc773816
429,19500,audi,q5,2017,clean vehicle,65833,blue,  wa1l2afpxha049370
430,450,chevrolet,coupe,2008,salvage insurance,123515,yellow,  1g1al18f587145539
431,20400,cadillac,door,2015,clean vehicle,36122,white,  3gyfnee39fs587810
432,4320,chevrolet,door,2011,clean vehicle,88359,brown,  2cnfleec9b6313197
433,33001,ford,f-150,2017,clean vehicle,35905,gray,  1ftfw1eg3hfc66707
434,10000,ford,door,2017,salvage insurance,35747,red,  1ftew1efxhkc69002
435,0,ford,door,2004,salvage insurance,167011,red,  1fmfu18l84lb61201
436,5790,gmc,door,2012,clean vehicle,105020,white,  1gtr2ve74cz121991
437,14750,infiniti,mpv,2019,clean vehicle,11047,black,  jn8az2nexk9236071
438,4010,hyundai,doors,2019,clean vehicle,31233,silver,  kmhd84lf4ku746279
439,40000,mercedes-benz,gle,2019,clean vehicle,19427,white,  4jgda5gb4kb204919
440,13000,kia,sportage,2017,clean vehicle,71991,silver,  kndpn3ac7h7113313
441,3550,nissan,doors,2018,clean vehicle,29043,blue,  3n1ab7ap2jy244200
442,3040,nissan,doors,2017,clean vehicle,36064,gray,  3n1ab7ap5hy411143
443,0,chevrolet,coupe,2008,salvage insurance,270080,yellow,  1g1al18f187245041
444,36400,audi,5,2015,clean vehicle,47213,black,  wuac6bfr0fa901212
445,4480,ford,door,2011,clean vehicle,116480,black,  2fmdk3gc0bbb23680
446,31003,ford,door,2017,clean vehicle,72084,red,  1ftew1eg0hfb93193
447,75,ford,pickup,2001,salvage insurance,295780,gold,  1ftrw08l61kc05834
448,8850,gmc,door,2011,clean vehicle,148035,white,  1gt120c83bf236190
449,14750,infiniti,mpv,2019,clean vehicle,11396,white,  jn8az2nexk9236037
450,4690,hyundai,mpv,2019,clean vehicle,33785,silver,  km8k12aa0ku242609
451,23000,land,sport,2018,clean vehicle,20103,black,  salcp2rx6jh739311
452,46900,land,discovery,2018,clean vehicle,32387,black,  salrr2rk0ja052195
453,10740,mercedes-benz,doors,2018,clean vehicle,48140,white,  wddwk4jb2jf613298
454,3160,nissan,doors,2017,clean vehicle,34861,gray,  3n1ab7ap0hy315498
455,0,chevrolet,door,2006,salvage insurance,268040,silver,  1g1zt53f46f254868
456,3450,chrysler,door,2011,clean vehicle,114119,gold,  1c3bc1fg1bn519076
457,27102,ford,f-150,2017,clean vehicle,34165,red,  1ftfw1eg1hfb78397
458,500,gmc,door,2018,salvage insurance,27442,black,  1gkknmls5jz177336
459,5100,gmc,door,2011,clean vehicle,144792,white,  1gtr2uea3bz242502
460,15010,infiniti,mpv,2019,clean vehicle,11394,beige,  jn8az2ne8k9236456
461,5800,jeep,mpv,2019,clean vehicle,30546,silver,  1c4pjldb3kd419559
462,23200,land,sport,2018,clean vehicle,23745,black,  salcp2rx0jh740860
463,8000,hyundai,door,2015,clean vehicle,88274,red,  km8jucag9fu984199
464,3390,nissan,doors,2018,clean vehicle,38349,gray,  3n1ab7ap5jy293102
465,3140,nissan,doors,2017,clean vehicle,30142,white,  3n1ab7ap1hy310259
466,25,chevrolet,door,2007,salvage insurance,267834,black,  3gnfk12387g179905
467,15000,bmw,door,2014,clean vehicle,44730,silver,  wba3b5g54ens10419
468,10440,chevrolet,cab,2011,clean vehicle,92476,blue,  1gc1kyc87bf185906
469,23911,ford,f-150,2017,clean vehicle,25698,black,  1ftew1cf3hfb78746
470,25,ford,pk,2010,salvage insurance,155242,gray,  1ftfx1ev7akc32939
471,21400,gmc,acadia,2018,clean vehicle,54332,gray,  1gkknwls6jz133440
472,5380,gmc,cab,2011,clean vehicle,119215,white,  1gt120cg5bf167316
473,11000,jeep,mpv,2019,clean vehicle,8930,red,  1c4hjxeg0kw596497
474,4950,jeep,mpv,2019,clean vehicle,46985,silver,  1c4pjllb6kd184477
475,22500,land,sport,2018,clean vehicle,30220,black,  salcp2rx7jh741147
476,30300,maserati,ghibli,2017,clean vehicle,37021,black,  zam57xslxh1248775
477,2630,nissan,doors,2018,clean vehicle,43152,white,  3n1cn7ap5jl882275
478,3140,nissan,doors,2017,clean vehicle,34318,silver,  3n1ab7ap1hl639346
479,2300,chevrolet,door,2011,salvage insurance,88287,white,  1gnskbe03br198151
480,4310,chevrolet,door,2011,clean vehicle,105486,black,  2cnaldec6b6382868
481,26012,ford,door,2017,clean vehicle,19850,black,  1ftew1ef2hfb83224
482,75,ford,door,2014,salvage insurance,116535,silver,  1fadp3k26el249167
483,48500,gmc,1500,2019,clean vehicle,15777,black,  1gtu9fel6kz311976
484,3330,gmc,mpv,2009,clean vehicle,87448,white,  1gtgg25k391106224
485,11200,jeep,mpv,2019,clean vehicle,8395,yellow,  1c4hjxeg7kw589272
486,4730,hyundai,mpv,2019,clean vehicle,30121,red,  km8j23a45ku893842
487,24900,mercedes-benz,glc,2018,clean vehicle,33687,white,  wdc0g4jb4jv097463
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,  wddzf4jb6ha277485
489,8350,nissan,cab,2018,clean vehicle,32256,gray,  1n6aa1ej3jn519666
490,475,peterbilt,truck,2012,salvage insurance,902041,gold,  1xp4d49x9cd123630
491,3210,nissan,doors,2017,clean vehicle,25255,black,  3n1ab7apxhy302645
492,25,chevrolet,van,2006,salvage insurance,165327,white,  1gndu23l46d143789
493,4200,chevrolet,cutaway,2006,clean vehicle,118009,white,  1gbhg31u661113654
494,8430,chevrolet,utility,2011,clean vehicle,114547,black,  3gntkge3xbg398052
495,25503,ford,f-150,2017,clean vehicle,18647,black,  1ftmf1ef2hfb83980
496,0,ford,pickup,1996,salvage insurance,252588,red,  1ftef15n0tlc14455
497,26000,gmc,limited,2019,clean vehicle,16669,black,  2gtv2mecxk1173011
498,3900,honda,doors,2017,clean vehicle,47970,blue,  2hgfc2f52hh522914
499,11200,jeep,mpv,2019,clean vehicle,12905,gray,  1c4hjxeg7kw590115
500,8610,jeep,mpv,2019,clean vehicle,22123,silver,  1c4rjebg1kc776053
501,28000,mercedes-benz,gle,2018,clean vehicle,40780,white,  4jgda5jbxjb046383
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,  wddjk7ea3hf044968
503,10840,lexus,mpv,2017,clean vehicle,36596,black,  2t2bzmca4hc087456
504,100,peterbilt,truck,2012,salvage insurance,0,blue,  1xp4d49x1cd144875
505,11050,ram,door,2017,clean vehicle,30421,white,  1c6rr7pt3hs659994
506,0,chevrolet,door,2012,salvage insurance,134938,orange,  1g1jc5sh7c4114661
507,1000,chevrolet,door,2005,clean vehicle,135675,gray,  1gnet16s156132062
508,3570,dodge,door,2015,clean vehicle,17355,black,  3c4pdcab2ft637813
